binID	SF2_A_D1	SF2_A_D2	SF2_A_H2O	SF2_B_D1	SF2_B_D2	SF2_B_H2O	SF2_C_D1	SF2_C_D2	SF2_C_H2O	R1_A_D1	R1_A_D2	R1_A_H2O	R1_B_D1	R1_B_D2	R1_B_H2O	R1_C_D1	R1_C_D2	R1_C_H2O	R2A_A_D1	R2A_A_D2	R2A_A_H2O	R2A_B_D1	R2A_B_D2	R2A_B_H2O	R2A_C_D1	R2A_C_D2	R2A_C_H2O	R2_A_D1	R2_A_D2	R2_A_H2O	R2_B_D1	R2_B_D2	R2_B_H2O	R2_C_D1	R2_C_D2	R2_C_H2O	R2_restored_C_black	R2_restored_DShore	R2_restored_H2O
SF2_A_D1_concoct.23	20.25	19.634	18.248	18.173	17.588	16.479	18.456	16.593	16.013	-5.5535	-4.0699	-4.1625	-3.7846	-4.4215	-3.2889	-4.253	-3.7552	-5.5835	15.819	9.4662	12.703	10.768	12.713	11.966	7.3533	9.2612	15.084	-5.9022	-3.6958	-1.7512	-4.5237	-5.6315	-5.3326	-2.5409	-5.0263	-6.0307	-1.9888	-0.71321	5.4952
SF2_A_D2_concoct.11	14.454	15.976	11.745	14.779	14.041	12.235	16.356	14.736	11.797	-5.2255	-5.2676	-4.9113	-6.979	-4.0871	-5.2336	-7.6553	-3.0764	-6.5065	10.025	0.21627	12.99	0.72898	3.3207	10.275	1.0681	0.14185	11.779	-4.0687	-3.2644	-1.423	-7.6668	-5.9272	-5.3326	-8.5231	-5.712	-3.8248	-2.7935	-4.0461	4.6933
SF2_A_D2_concoct.13	15.009	19.459	10.878	16.33	16.31	10.407	19.294	18.484	9.1036	-4.9182	-4.7805	-6.2633	-4.1707	-5.5282	-5.5828	-5.6002	-4.9392	-6.014	3.4475	-0.13503	3.863	1.939	10.932	2.2228	6.8645	15.389	5.9751	-3.7104	-2.7048	-1.7512	-4.1442	-5.4586	-5.3326	-3.2189	-5.5718	-6.0307	-2.0764	3.3284	6.5527
SF2_A_D2_concoct.28	19.524	20.134	16.585	20.541	20.088	14.908	20.313	19.497	13.913	-5.0481	-3.8939	-4.9113	-4.2717	-4.4215	-3.9573	-4.379	-3.7989	-6.8114	11.073	3.585	11.878	8.5659	15.206	9.8863	7.4366	13.028	13.847	-3.4798	-2.0696	-1.7512	-4.2818	-4.7208	-2.3194	-2.8388	-4.9778	-2.3	-2.0247	3.6249	7.703
SF2_A_D2_concoct.33	9.9429	18.352	7.1909	6.8704	6.8655	4.6953	8.7513	15.944	4.7286	0.60016	0.43612	-0.21196	0.24789	1.1186	-0.44743	0.96064	0.019101	-1.6591	6.134	7.4221	3.3071	9.3824	14.382	2.8511	9.7844	15.265	4.6484	-1.4356	-1.3734	0.93038	-0.55252	0.42801	0.80821	1.3632	-1.3612	1.8091	2.5244	14.457	4.1405
SF2_A_D2_concoct.40	11.567	19.779	4.1072	13.668	15.441	3.8333	13.895	18.453	2.8504	-2.5448	-2.3548	-3.4373	-2.7514	-2.1614	-4.5296	-3.1934	-2.2429	-3.6946	-3.6064	0.77989	-3.9812	-3.2107	2.5638	-3.0534	10.48	13.13	-3.8521	-2.6158	-2.7779	-0.29219	-0.37834	-0.25416	-1.7198	-3.3104	-1.5408	4.3037	-0.78452	18.689	-0.7392
SF2_A_D2_concoct.55	18.234	18.201	17.071	16.959	16.195	15.67	16.774	14.81	15.258	-0.16636	0.30376	-1.6077	-0.39261	0.32947	-1.4192	0.17663	-0.52917	-2.2742	12.023	9.6875	12.273	10.178	10.543	12.144	7.758	8.7642	15.218	-1.8074	-1.1861	-4.6891	-1.2616	-1.5884	-2.3194	1.1193	-1.3946	-3.8248	2.4857	0.11396	3.7472
SF2_A_D2_concoct.8	20.391	20.038	18.076	18.728	18.156	16.122	19.093	17.281	15.551	-3.5694	-2.8865	-4.4958	-2.4414	-3.2094	-2.9285	-3.3279	-2.4861	-4.4867	15.439	10.413	13.223	11.659	11.94	11.909	8.5305	5.9433	13.937	-2.8392	-1.8494	-1.7512	-2.8916	-4.2545	-5.3326	-1.0475	-3.476	-3.8248	-1.8383	4.5241	6.3572
SF2_A_H2O_concoct.23	20.043	18.994	17.666	19.039	18.313	16.182	18.558	16.906	15.554	-3.0218	-2.2002	-5.3063	-2.0963	-2.2014	-3.2153	-1.7656	-2.4861	-4.0882	17.465	13.509	13.011	14.836	14.196	14.717	10.587	9.4937	17.761	-2.4275	-1.6998	-0.89579	-3.2842	-2.8471	-1.9952	-1.9066	-3.3255	-6.0307	-1.1275	-1.3006	7.5649
SF2_A_H2O_concoct.33	-0.35847	-0.33077	18.011	-1.6263	-1.497	20.449	-0.37569	-1.689	20.486	-10.96	-10.9	-2.631	-9.3267	-9.6	-3.2153	-12.972	-15.184	-5.3829	-4.0331	-3.5908	15.518	-4.321	-3.2774	15.274	-3.4461	-2.7481	12.607	-11.523	-9.4906	-1.1422	-11.92	-13.24	-2.3194	-10.186	-12.9	-6.0307	-9.0954	-8.7288	-3.6411
SF2_A_H2O_metabat.14	20.622	19.556	18.399	20.054	19.404	17.796	19.212	17.951	17.325	-0.026659	-0.46768	-1.8495	-0.11401	0.24812	-1.5004	0.02146	-0.42415	-2.7672	15.859	11.865	14.612	13.43	14.56	14.932	10.213	10.644	18.049	-0.37901	0.6324	0.32445	-1.2597	-0.4617	-2.3194	-0.56257	-1.4727	-1.8526	1.2125	1.7147	7.2081
SF2_A_H2O_metabat.23	2.5288	1.1859	19.158	0.5938	0.2288	21.609	1.4162	-0.81827	21.573	-12.865	-7.0362	-0.81355	-5.0991	-8.548	1.7892	-10.633	-10.364	-2.0168	-1.2433	-0.59964	19.305	-1.0943	-0.42068	19.32	-0.18601	-1.7016	17.411	-8.6024	-6.2726	2.648	-10.071	-9.9821	-1.2658	-9.5941	-8.4858	-2.8986	-12.271	-6.4817	8.8131
SF2_A_H2O_metabat.28	3.2105	2.7226	16.839	2.2075	1.5353	19.253	2.7821	1.0723	19.196	-5.3819	-4.0932	-2.7582	-5.476	-5.4819	-2.3472	-8.0841	-5.9821	-4.3158	1.4127	0.053483	16.938	-0.59518	0.32291	16.988	-0.47219	-1.1208	15.001	-6.5441	-7.238	-2.6604	-7.2037	-5.543	-1.7198	-5.8614	-4.7122	-4.5939	-5.078	-6.9136	1.2019
SF2_A_H2O_metabat.34	4.7937	3.4692	17.291	2.6012	1.9291	20.216	3.5984	1.096	20.325	-1.1935	-1.8794	-0.023025	-3.5561	-3.0166	-0.19136	-3.1934	-3.0668	-3.059	2.1931	2.0432	15.05	0.92934	1.4339	15.265	1.221	2.0924	13.144	-4.9392	-4.5387	-1.7512	-4.2413	-4.971	-1.4795	-3.0584	-4.6127	-2.3	-1.9257	-0.7831	4.8807
SF2_B_D1_concoct.44	15.942	14.069	14.172	18.029	17.2	14.13	15.374	13.41	13.747	-3.2042	-2.0434	-3.3418	-3.3123	-2.7955	-4.155	-5.2406	-2.885	-4.3991	11.076	9.3215	11.677	8.88	9.3048	12.023	8.1458	9.5579	15.82	-1.7019	-0.58398	-2.6604	-3.5273	-1.6588	-5.3326	-2.5678	0.56669	-3.8248	-0.24712	-2.8791	1.824
SF2_B_D1_metabat.9	14.867	17.802	11.173	17.555	17.106	10.69	18.871	18.039	8.9949	-7.0863	-5.1323	-5.1643	-5.3044	-6.2751	-5.2336	-6.2313	-5.6042	-7.8757	2.5866	-0.87478	5.1646	1.251	9.3717	2.6051	3.4354	12.254	7.1088	-4.5814	-3.3319	-4.6891	-5.1276	-6.6638	-5.3326	-3.6829	-8.7967	-6.0307	-2.5049	3.3513	3.9882
SF2_B_D2_concoct.42	11.277	17.254	7.0615	17.4	18.039	5.8958	16.468	16.292	4.8708	-0.36758	-0.10827	-1.0894	-0.14906	1.175	-1.5851	0.40316	0.019101	-1.2166	3.9584	6.2251	2.5904	6.2484	12.218	1.6695	7.1803	10.779	3.7634	1.2383	1.9167	0.035811	0.092425	0.51549	-1.2658	1.5627	1.6442	-1.3347	2.6743	7.0472	3.1144
SF2_B_D2_concoct.55	19.298	19.255	18.07	17.997	17.241	16.414	17.938	15.98	15.986	-2.576	-2.0578	-3.4373	-1.9632	-1.623	-3.0992	-2.5018	-2.2074	-4.1793	14.751	9.5984	13.192	12.436	10.715	13.061	9.012	6.8239	15.73	-3.6697	-2.8544	1.7766	-3.8348	-3.5584	-1.2658	-1.4837	-3.2988	-1.3347	-1.7051	-0.16781	4.8807
SF2_B_D2_metabat.4	6.2159	10.002	2.1323	15.839	18.161	2.647	12.143	15.541	1.0631	3.4455	4.3949	2.1907	1.7997	3.5063	1.6237	2.4655	3.7328	0.8082	-0.92492	-0.3709	2.6786	0.67016	0.78313	0.89446	0.45651	1.7494	0.72112	-0.80558	-0.57219	7.1408	4.8602	0.37358	6.5866	1.4513	0.73146	7.1409	6.0891	19.681	-0.093217
SF2_B_H2O_concoct.14	-0.79583	-3.6655	14.462	-4.6853	-4.6822	17.456	-3.992	-4.8534	16.708	-15.056	-14.731	-4.4958	-10.52	-10.342	-3.3398	-13.891	-15.184	-6.014	-4.0331	-3.1355	15.874	-5.5993	-2.6485	15.595	-2.9675	-3.1471	13.691	-12.085	-11.139	0.18434	-14.46	-13.878	-5.3326	-11.377	-13.576	-6.0307	-14.686	-10.213	5.5965
SF2_B_H2O_concoct.91	1.2012	-0.49668	15.862	-1.7299	-1.7449	18.877	-0.61528	-2.6658	18.755	-8.3065	-6.4131	-4.0178	-9.9807	-7.6732	-1.624	-8.4246	-8.5426	-5.5835	1.0553	4.3663	13.467	2.2441	3.4733	14.629	1.2946	1.027	11.762	-11.523	-7.4003	0.035811	-11.352	-10.614	-3.2309	-9.1094	-11.389	-6.0307	-7.0966	-3.5501	0.83531
SF2_B_H2O_metabat.11	1.2523	0.44864	16.481	0.11513	-0.46051	19.334	-0.192	-1.4285	19.327	-6.9863	-9.1721	-3.208	-9.7448	-8.548	-0.50915	-10.633	-11.732	-4.8075	-1.64	-1.804	16.26	-1.3051	-1.4109	16.389	-1.6172	-2.2546	14.158	-9.9193	-7.7687	-3.3873	-10.442	-9.0336	-2.3194	-7.149	-8.4858	-6.0307	-6.6365	-5.9769	3.1144
SF2_B_H2O_metabat.19	1.5424	0.45755	16.452	0.53153	0.14718	18.848	0.55259	-0.84418	18.454	-5.4656	-4.6777	-0.37888	-4.8516	-4.3025	1.0247	-6.2313	-4.9104	-2.2257	0.7095	-0.012146	17.227	-0.0052599	-0.68625	16.74	-0.89643	-2.2546	14.105	-5.1997	-3.4757	0.32445	-6.7847	-4.7119	-2.3194	-5.1766	-4.9305	-6.0307	-4.4979	-5.1641	1.824
SF2_B_H2O_metabat.25	-1.6417	-2.9564	18.706	-3.339	-1.7922	21.31	-0.18099	-1.9912	21.46	-9.178	-6.5039	-1.4088	-5.7344	-11.33	0.16597	-7.789	-10.759	-3.2965	-3.4038	-1.5963	19.293	-1.6832	-0.33878	19.102	-0.7455	-1.783	17.227	-6.6888	-3.281	6.9903	-7.2561	-9.1143	3.9241	-6.8126	-11.001	2.7775	-5.4632	-5.9769	0.41282
SF2_B_H2O_metabat.28	1.0204	0.43075	15.305	-0.21899	-0.39523	18.489	0.46965	-1.377	18.324	-5.6942	-4.4021	-0.74423	-5.1733	-5.6751	-0.06621	-5.4312	-5.4032	-2.4689	0.17357	0.15493	16.951	-1.2065	-1.6612	16.754	-0.81962	-1.5856	14.982	-4.7896	-2.429	7.8508	-6.6239	-6.5109	6.2046	-4.9974	-6.1194	4.3677	-3.6296	-5.5822	-0.093217
SF2_B_H2O_metabat.39	-3.4056	-3.2741	18.818	-4.5899	-2.0858	21.255	-1.477	-2.5987	21.378	-11.489	-10.9	0.2202	-7.3494	-12.726	3.7495	-15.121	-13.076	-1.1409	-4.6065	-3.8747	17.916	-3.6759	-2.0886	18.696	-1.3065	-2.6112	16.666	-16.058	-6.8178	2.9568	-10.442	-15.112	0.15701	-15.267	-13.576	-1.1888	-9.8272	-7.8132	-1.674
SF2_B_H2O_metabat.8	-0.19445	-0.87171	17.766	-0.0066955	-0.64163	20.181	0.24063	-1.5175	19.905	-3.3094	-2.4329	-0.29389	-3.2626	-2.6595	0.91151	-3.7202	-2.9554	-2.3368	0.10467	-0.46606	17.638	-0.4029	-0.20219	17.35	-1.213	-2.3093	15.113	-4.4273	-4.9794	-0.29219	-5.1109	-4.1302	-2.3194	-4.307	-5.0019	-2.8986	-3.1128	-5.9769	-0.7392
SF2_C_D1_concoct.13	15.884	16.263	12.511	15.615	15.01	13.173	17.875	15.622	12.335	-2.5839	-1.9528	-4.6909	-2.9032	-2.1483	-4.8143	-3.3047	-1.6459	-5.4212	11.979	0.73061	14.057	1.9779	5.0923	11.59	2.2098	0.76306	13.251	-2.8269	-1.5549	4.4448	-4.5355	-3.0707	3.1545	-3.498	-3.3166	2.9992	-1.5467	-3.1112	3.8293
SF2_C_D2_concoct.13	9.98	14.239	9.5447	11.959	12.914	6.8195	11.244	18.297	6.736	-2.3685	-3.4553	-5.4608	-1.6129	-2.9025	-4.943	-1.7947	-0.8464	-4.7022	6.9422	6.7848	2.5904	7.4445	13.486	2.3061	13.941	14.984	5.7495	-1.385	0.42984	5.8629	-1.5534	-2.227	3.9241	-1.6729	-1.8444	3.8943	-1.558	3.7688	2.3483
SF2_C_D2_concoct.15	1.2115	5.0382	-1.5004	6.3811	9.624	0.16977	3.449	18.851	-1.8753	1.0141	1.0087	0.27926	-1.3507	0.24399	-0.061527	-0.85289	-0.08974	-0.86047	-2.6766	-2.2252	-3.7746	-0.32531	-0.83234	-3.2497	-0.53738	0.70982	-2.1233	-3.3585	-3.281	2.1659	-2.0988	-2.7026	1.4691	-1.9981	-3.255	1.5875	-0.62119	14.952	-3.6411
SF2_C_D2_concoct.17	7.9373	17.791	4.51	14.731	16.06	4.373	16.552	18.813	3.776	-0.1045	0.6537	0.63311	-0.50611	0.14904	0.14887	-1.0635	-1.3129	-0.57162	0.15843	-1.1465	-0.58249	2.746	17.364	1.2385	1.982	8.8792	1.9264	-1.1547	-1.8127	-0.67543	4.9207	-1.3941	-1.2658	0.77675	-0.24631	1.7223	3.959	16.9	1.824
SF2_C_D2_concoct.24	11.416	18.971	5.1363	13.818	15.522	4.609	14.973	19.693	3.379	-3.7946	-3.3016	-3.6461	-2.4772	-2.5092	-5.1563	-3.5127	-2.7206	-3.1279	-1.8641	7.435	-3.5908	-2.9424	4.0423	-4.0294	1.3347	6.3312	-3.3084	-1.5409	-1.8868	-4.6891	0.63837	2.0627	-5.3326	-2.7689	-0.57886	1.2995	-0.25621	17.268	-0.093217
SF2_C_D2_concoct.25	4.1455	13.084	-0.34395	13.204	15.118	-0.37954	8.7388	18.171	-2.0126	7.4721	4.7214	1.0571	9.1234	4.8355	1.3012	8.3274	10.785	1.4946	0.78217	3.442	-1.5137	5.9455	1.6423	-1.9138	6.4735	1.2577	-1.5062	4.5645	8.5338	17.801	7.4226	7.0074	16.653	5.3793	3.8689	16.493	5.5723	11.299	0.83531
SF2_C_D2_concoct.26	7.9146	16.531	1.1686	10.966	12.151	3.891	11.526	21.362	1.0271	-0.12266	0.18382	-1.1029	-1.6954	-0.43285	-1.25	-0.64221	-0.93219	-1.5563	-5.8355	-2.7234	-6.5059	-2.3226	-1.5142	-4.5406	-1.4816	-0.27808	-5.198	-3.1006	-3.3844	-0.67543	-0.72888	-0.033314	-0.8967	-2.003	-2.0841	-0.48053	-0.25621	8.9924	-0.7392
SF2_C_D2_concoct.3	6.5253	17.042	3.7005	12.527	14.683	3.1103	10.999	19.288	1.9453	-0.19674	-0.36616	-0.63346	-0.55549	-0.33835	-1.035	-0.13342	-0.60551	-2.0931	3.4636	6.4006	0.51321	5.7613	11.549	0.47045	8.873	11.383	1.3798	-1.9941	-1.9251	1.858	-0.4349	1.5452	0.36035	0.1376	-1.6919	2.6445	2.3924	15.707	0.41282
SF2_C_D2_concoct.32	4.3239	12.54	1.5461	11.777	14.355	1.5838	10.876	18.239	-0.31265	-1.5806	-1.4591	-3.1657	-2.0225	-1.7929	-3.9204	-2.1671	-2.6514	-3.5214	-0.35656	-1.5137	-1.5963	4.2831	15.98	-1.7583	2.3362	9.5899	0.82408	-1.7327	-1.6326	-0.67543	-1.6411	-2.0681	-2.3194	-1.3848	-1.2078	-1.4923	1.2621	6.9384	0.63239
SF2_C_D2_concoct.39	6.9154	16.139	3.2944	13.124	12.498	3.2493	11.238	18.265	3.1728	-3.116	-2.9451	-1.573	-2.9707	-2.625	-0.14243	-2.9904	-3.5391	-2.3495	1.6493	11.562	-0.72364	5.3639	15.437	-0.24197	9.043	14.658	0.86421	-1.5329	-0.16804	-0.29219	1.2183	5.3778	-0.30921	-2.3874	-1.5977	1.1972	0.94129	13.918	0.83531
SF2_C_D2_concoct.42	8.4467	10.354	5.1312	13.428	15.464	3.6459	12.398	17.981	2.8186	1.1462	1.51	-0.74423	2.0396	2.2802	-0.59028	2.4556	2.3946	-1.3924	6.8868	12.362	0.98692	9.4425	13.353	3.6562	11.818	14.371	5.3138	-0.54522	-0.093842	5.6149	1.5714	0.38789	4.0219	1.3586	-0.1167	4.3037	6.7326	15.008	1.2019
SF2_C_D2_concoct.8	8.2007	17.407	4.9084	11.988	13.868	3.4942	11.615	20.146	2.9337	0.24231	0.28967	-0.37888	-0.014908	0.72761	-0.54355	0.75086	-0.15668	-1.4155	4.4461	10.647	1.0319	6.9674	13.672	1.6624	8.8767	11.683	2.5979	-1.7416	-1.3108	0.58353	-0.046552	2.5487	0.15701	0.84245	-1.6046	2.5414	2.3717	15.929	1.0244
SF2_C_D2_metabat.11	8.2979	17.69	5.108	11.019	13.401	4.0899	11.162	19.621	3.4602	-0.30262	-0.039921	-1.1856	-0.55549	0.16618	-0.94934	0.46754	-0.64471	-1.8881	3.5644	14.212	0.83789	6.7293	16.754	1.0196	13.365	18.982	1.8646	-1.8683	-1.3676	0.32445	-0.39419	2.4974	-1.0729	0.61556	-1.1856	6.6202	2.4904	18.273	0.83531
SF2_C_D2_metabat.16	9.3259	18.676	2.8231	13.393	15.362	2.1816	10.406	18.391	1.9588	0.51169	0.92267	-1.1997	0.46948	1.719	-1.3413	-0.079233	1.5079	-1.8733	2.5763	7.2627	0.81869	6.7791	15.512	1.6411	18.129	18.923	0.59953	-0.64227	-0.1911	3.7041	1.8123	2.4965	0.04872	-0.58667	0.25047	4.7679	3.3214	17.499	-0.7392
SF2_C_D2_metabat.19	10.991	19.557	4.4793	12.938	14.871	4.286	12.606	20.892	3.9905	-1.8974	-1.7047	-2.8255	-2.0065	-1.8092	-2.3618	-1.3364	-2.0937	-3.1582	2.4542	5.192	-1.0805	4.1242	8.3622	-0.21354	6.7309	10.301	1.5054	-1.9339	-1.0987	1.2393	-0.98127	4.4014	1.2647	-1.1212	-1.0705	3.3225	3.859	15.773	-0.7392
SF2_C_H2O_metabat.13	2.3436	1.5281	19.039	2.4406	1.8136	21.244	2.3372	0.56528	20.966	1.6806	2.4036	0.36533	1.3562	2.518	0.76326	1.0454	2.049	-0.80522	3.196	2.6403	21.21	2.1347	2.5564	20.596	1.7939	1.4616	19.461	0.0028005	-0.55656	5.3174	-0.52382	0.58862	1.5344	0.8519	0.3329	0.35472	1.4113	-2.7852	6.3572
SF2_C_H2O_metabat.16	2.38	1.1927	16.0	-0.491	-1.0249	19.081	1.1844	-2.1891	19.382	-6.9863	-5.0069	-2.1982	-7.7033	-8.548	-0.28212	-6.9957	-8.9451	-3.4471	-1.8841	-1.169	12.341	-1.7584	-1.8206	12.93	-2.5001	-2.0999	10.808	-9.1187	-6.9482	-1.7512	-8.9478	-8.2307	-5.3326	-6.1099	-10.654	-6.0307	-5.3086	-4.0461	10.083
SF2_C_H2O_metabat.29	2.1174	1.6832	16.865	1.7188	0.9475	19.417	1.5636	0.079288	19.353	-3.3707	-2.5241	0.7208	-3.807	-2.8825	1.0948	-4.854	-3.5391	-0.89313	2.514	2.2758	16.376	1.0873	1.7183	16.854	1.6384	3.9942	14.317	-4.8291	-4.3081	-1.1422	-5.0454	-3.9737	-1.7198	-3.5818	-2.6812	-2.8986	-2.8621	-4.3627	11.979
SF2_C_H2O_metabat.49	0.68273	-0.18771	14.539	-0.96304	-1.6096	17.027	-0.85462	-1.9449	17.331	-11.489	-11.547	-3.9498	-9.1404	-11.961	-3.7804	-12.972	-13.979	-5.909	-1.5205	-2.4794	16.207	-3.331	-2.7157	15.839	-2.8522	-3.0596	14.063	-9.6249	-7.7687	-0.12247	-12.242	-9.0336	-5.3326	-10.928	-8.0861	-6.0307	-8.5288	-8.7288	12.514
R1_A_D1_concoct.44	4.7144	5.4158	1.6219	11.623	13.712	1.3408	5.2356	7.8425	0.57504	13.19	9.289	3.5538	9.6369	10.813	3.0707	9.9248	8.0954	2.3181	2.415	2.9411	-0.4987	3.6751	5.0478	0.49174	4.9906	6.5025	2.0376	4.1099	5.5061	1.6931	6.5383	3.5017	4.054	6.1212	3.1745	1.2488	8.7232	9.6369	-3.6411
R1_A_D1_concoct.5	-0.2121	6.0571	-3.3448	10.284	12.813	-1.755	4.9886	12.54	-3.1778	15.717	13.384	6.3436	12.252	13.01	6.0414	14.29	12.53	5.0069	-0.91267	0.95956	-0.079626	2.2849	-0.091205	-0.18545	1.6093	-0.67036	-2.2591	10.094	13.672	19.956	8.8918	7.3005	18.975	8.6697	7.7951	18.989	10.189	8.643	-0.093217
R1_A_D1_concoct.54	2.1868	4.5407	1.2464	9.8494	12.769	0.68274	2.5815	7.1838	-0.28215	14.062	6.6466	1.2782	4.7083	11.506	1.4891	9.8446	7.3536	0.063933	1.8361	3.5077	0.17965	3.6924	4.2435	-0.2999	5.1031	6.1594	0.29736	6.9997	10.342	10.798	3.1165	1.5157	9.9505	2.2183	0.76372	8.5812	2.777	11.459	2.6966
R1_A_D1_concoct.9	-5.3254	-4.3884	-3.0282	-2.9467	-1.6987	-0.73238	-3.3617	-1.573	0.37523	13.973	14.935	3.4026	11.785	13.226	3.0505	8.9982	11.822	7.4776	2.6811	-3.1355	0.092022	-0.93674	-2.1874	-0.35934	-2.5463	-3.9339	-1.4506	9.9486	5.4986	-1.7512	7.9434	10.206	0.54866	8.9342	10.154	1.4468	10.581	0.99301	-0.093217
R1_A_D1_metabat.15	-0.2659	2.3338	-1.3574	6.6912	9.2201	-1.0636	5.8833	10.165	-1.1205	14.976	13.826	10.707	11.303	12.781	9.7535	11.648	12.013	8.8782	-1.3016	-0.97508	-0.83597	1.4715	-0.33878	-0.84593	-0.4403	0.15854	-2.3756	5.4214	5.4643	13.165	7.8706	5.5025	12.432	9.7133	5.2084	10.35	10.657	7.6384	3.2118
R1_A_D1_metabat.18	0.90849	3.0182	0.57494	9.2309	11.692	2.0348	8.1321	11.756	1.134	16.666	17.082	9.93	14.361	16.394	9.6599	16.002	15.463	9.232	0.59028	4.842	1.9175	6.2091	6.6018	1.6907	3.1204	3.3618	0.82408	10.237	8.7809	3.9379	12.028	10.511	8.1261	14.14	9.9847	4.8799	14.86	9.6066	2.3483
R1_A_D1_metabat.26	13.25	10.857	9.2475	7.9459	7.9792	5.472	13.752	8.7474	4.4401	15.724	14.813	9.9477	11.456	12.239	10.859	12.692	12.951	7.422	10.565	10.048	9.3615	8.3643	7.3303	10.378	8.0117	8.458	7.7687	7.4904	8.4949	6.4498	9.5659	7.615	7.3702	11.862	6.6578	6.4116	14.321	8.2616	5.0005
R1_A_D1_metabat.45	6.6559	6.4402	5.7139	5.4635	7.33	5.5298	4.9122	5.621	5.5488	16.01	8.9314	6.4315	4.7267	7.8445	7.5142	4.4279	5.0784	3.6992	5.0754	6.6482	6.3693	6.1187	7.297	5.2475	7.5385	9.4158	5.0486	2.3281	6.7228	16.247	3.4106	1.3852	15.634	4.1136	0.31043	14.572	4.2346	12.045	8.1094
R1_A_D1_metabat.47	-2.6474	-1.2707	0.90476	-1.6432	-0.20998	3.7831	-1.4568	0.38033	4.4333	17.336	14.958	5.3244	16.565	15.93	4.0618	14.782	12.907	11.6	-3.0988	-1.934	1.2388	0.6871	-0.48413	2.6267	-0.53738	-1.4763	0.46442	13.502	9.8661	15.008	11.225	11.249	14.333	9.5245	15.111	13.807	0.72051	0.79568	-3.6411
R1_A_D1_metabat.51	-4.1059	-3.5937	-6.6898	-4.7864	-3.0589	-1.6921	-2.7337	-1.4636	-2.1609	15.52	17.26	8.1402	12.953	15.971	5.6026	12.424	12.678	4.7452	-2.9101	-3.7746	-4.4907	-3.1535	-4.9093	-3.1164	-5.247	-3.3371	-5.9798	0.33455	-1.283	-2.6604	0.89386	12.185	2.9447	-0.36324	6.5517	-0.58341	8.5087	-3.8214	-3.6411
R1_A_D1_metabat.6	0.82744	2.6259	0.39342	7.2701	10.098	2.4944	4.855	8.3469	1.9317	15.668	15.977	10.846	13.24	14.848	10.026	14.005	14.025	9.6997	1.9031	0.8947	2.1012	3.0499	2.0404	2.5174	0.83187	0.55775	-0.0085091	9.7594	9.2463	12.57	11.227	9.0926	11.632	12.51	8.816	9.5645	14.615	9.5145	5.7908
R1_A_D2_concoct.1	-5.3254	-1.5595	-1.8825	-2.7482	-2.0672	0.1438	-2.4712	-0.81827	-0.43892	11.658	13.576	9.0446	9.8148	12.725	7.8407	11.77	11.199	6.4506	-2.9101	-4.4907	-1.9679	-2.9424	-3.479	-1.5601	-6.533	-5.8453	-3.5287	3.2161	0.92953	2.5167	-0.10406	6.3957	2.9013	0.7559	1.1034	0.054674	-0.78838	-1.9898	-0.093217
R1_A_D2_concoct.109	5.4105	6.6287	4.4391	5.6368	7.4813	4.159	7.0522	8.232	3.3881	15.158	16.264	10.109	12.595	15.677	7.8768	12.849	12.421	8.0677	8.1726	0.11738	4.318	4.9708	8.9014	5.5998	5.0809	12.173	8.1103	8.6503	5.3958	1.037	7.2644	7.1946	4.0857	9.1591	8.2203	2.5414	10.489	4.9911	-0.7392
R1_A_D2_concoct.21	0.32524	3.9304	3.9718	-0.0066955	0.46454	3.9719	2.2061	0.79777	4.1417	14.7	15.187	8.4021	10.272	11.368	7.7883	12.29	11.703	7.789	-3.502	-3.5908	-3.0702	-1.4089	-2.6485	-1.6147	-5.247	-2.1501	-1.6426	6.7579	4.2229	2.648	9.7898	6.4493	5.0527	11.158	4.5877	2.471	12.86	1.573	-1.674
R1_A_D2_concoct.25	-4.8158	-4.6308	-0.88835	-4.2544	-4.2349	0.867	-4.4817	-2.5661	1.2708	10.177	14.477	6.8941	10.789	13.189	5.9747	2.1214	1.2089	4.3318	-3.1805	-4.0948	-1.4606	-3.1535	-3.7079	-1.5334	-4.5133	-3.9339	-2.9386	-0.97201	-2.4808	-0.29219	1.007	1.9921	-1.7198	0.50603	3.1207	-2.3	0.29881	-4.9876	0.17275
R1_A_D2_concoct.51	1.5883	1.1097	-0.30178	2.3365	4.057	-0.51396	1.5579	1.9916	-0.43892	13.716	14.259	8.9677	8.9794	11.526	6.4802	11.351	10.344	6.1018	-1.4876	-4.3482	-1.3835	-0.88678	0.19782	-1.5334	-2.0233	0.22421	-0.065042	3.2237	2.6559	0.81955	6.9324	2.2901	3.3529	11.139	4.2251	0.20922	10.337	1.5825	-1.674
R1_A_D2_metabat.15	0.16401	0.88369	-0.089047	1.7977	4.0932	1.1675	1.9026	2.1696	0.87804	13.212	14.744	8.8622	11.471	13.7	7.2978	12.779	12.785	11.439	-1.2006	-0.63435	-0.065976	2.3452	2.3899	0.065854	0.59447	2.9992	-0.0085091	13.452	10.839	1.5193	11.184	12.929	5.6546	13.593	13.093	5.7852	12.613	5.5085	3.5773
