"CH4_H2"	"CH4_ac"	"MOB_I"	"MOB_II"	"MOB_IIa"	"MeOB"	"AOA"	"AOB"	"NOB"	"Anamx"	"SOxB"	"SRB_syn"	"SRB"	"FeOB"	"FeRB"	"Methanogen"	"Methanotroph"	"Methanogen_Troph"	"AOA_NOB"	"AO_NOB"
"Browns_ThreeSqB_D2"	533.042275329027	63.457413729646	28854.0860228701	0	7456.24611323341	3312.47699668752	8090.82025052988	6.3457413729646	63197.2383333545	298.249844529336	3610.72684121686	81860.0637112434	109419.618494029	15439.1887604229	13287.9824349879	596.499689058673	36310.3321361035	0.0164278224397064	0.128024902098604	0.128125313786525
"Browns_ThreeSqC_D1"	800.804911603458	54.7558913916894	9438.54677864247	0	3743.93407390676	5975.23664811811	22833.2067103345	6.84448642396118	57083.0167758363	1841.16684804556	1834.3223616216	62072.6473789039	28965.8665462037	6577.5514534267	24612.7731805643	855.560802995147	13182.4808525492	0.0649013499480789	0.4	0.400119904076738
"Browns_ThreeSqC_D2"	377.280326680377	36.9882673216055	18360.975898445	0	2293.27257393955	4187.07186080575	16740.8897897587	44.3859207859267	64625.9006643093	843.332494932608	4867.6559795233	57968.0125464203	89023.3617896403	15609.0488097176	16444.9836511858	414.268594001982	20654.2484723846	0.0200573065902579	0.259043040293041	0.259729853479854
"RushSE_TuleA_D1"	98.0808840357014	43.5915040158674	25588.2128573141	0	588.485304214209	1776.35378864659	457.710792166607	719.25981626181	4522.61854164623	904.523708329246	6909.25338651497	122110.700624448	93950.5890301979	741.055568269744	2822.54988502741	141.672388051569	26176.6981615283	0.00541215653621982	0.101204819277109	0.260240963855422
"RushSE_TuleA_D2"	979.518430201283	104.374914693579	24785.0278199291	0	634.27832775329	1557.59488081188	393.413139998876	883.172355099518	4247.2561440695	1364.90273060835	6190.23532528844	148083.917431414	118577.931931498	433.557337957945	2882.35341346116	1083.89334489486	25419.3061476824	0.0426405559065067	0.0926275992438564	0.300567107750472
"RushSE_TuleB_D1"	35.3878955703202	35.3878955703201	14243.6279670539	0	221.174347314501	2884.1134889811	1486.29161395345	327.338034025462	5423.19499615157	1424.36279670539	8148.06295506622	93149.7881149753	109445.914025108	530.818433554802	6069.02409030991	70.7757911406403	14464.8023143684	0.00489296636085626	0.274061990212072	0.334420880913541
"RushSE_TuleB_D2"	536.012864308743	112.002688064514	19440.4665711977	0	544.013056313352	1752.04204900918	376.009024216581	1016.02438458523	5096.12230693537	1008.02419258062	6008.14419546069	163627.92707025	108946.614718753	832.019968479244	4432.10637055289	648.015552373256	19984.4796275111	0.032425940752602	0.0737833594976451	0.273155416012559
"RushSE_TuleC_D1"	143.697592642683	50.7167974032999	20430.4165539627	0	1107.31674330539	1208.75033811198	980.524749797133	743.846361915066	13676.6296997566	895.996754124966	4057.343792264	114814.376521504	117367.121990803	1107.31674330538	3736.13740870977	194.414390045983	21537.7332972681	0.00902668759811615	0.0716934487021014	0.126081582200247
"RushSE_TuleC_D2"	1519.70607882432	108.550434201737	17309.6192384769	0	192.050768203073	2446.55978623914	1277.55511022044	225.450901803607	16474.6158984636	1586.50634602538	5335.67134268537	144898.129592518	188785.905143621	3164.66265865063	6170.67468269873	1628.25651302605	17501.67000668	0.0930343511450383	0.0775468829194118	0.0912316269640139
"RushSE_CattailNLA_D1"	96.0768614891914	24.0192153722978	12882.3058446757	0	128.102481985588	7029.62369895917	928.742994395516	312.249799839872	3594.87590072058	920.736589271418	4059.24739791834	102562.049639712	109487.590072058	1833.46677341874	8590.87269815852	120.096076861489	13010.4083266613	0.00923076923076924	0.258351893095768	0.345211581291759
"RushSE_CattailNLA_D2"	284.402551497176	56.8805102994352	24109.2105797749	0	89.3836590419697	4071.01938000244	528.176167066185	430.666720838582	5387.39690407508	1235.11965221631	8060.78088814854	141486.206476252	157664.648762849	2746.51606874416	6695.64864096209	341.283061796611	24198.5942388169	0.0141034251175285	0.0980392156862746	0.177978883861237
"RushSE_CattailNLB_D1"	62.8473438019052	0	8197.08927016278	0	26.9345759151022	5871.73754949228	682.342589849256	359.127678868029	4632.74705739759	978.62292491538	3869.60073980301	106867.419039154	121412.090033309	1678.92189870804	8439.50045339869	62.8473438019052	8224.02384607788	0.00764192139737991	0.147286821705426	0.224806201550387
"RushSE_CattailNLB_D2"	960.554428425229	71.81715352712	26698.0268237069	0	251.36003734492	3985.85202075516	933.62299585256	628.4000933623	6714.90385478572	1355.54877282439	7908.86403217409	147889.473400722	165314.110275239	2343.03463382229	3644.72054150134	1032.37158195235	26949.3868610518	0.0383077948034643	0.13903743315508	0.232620320855615
"RushSE_CattailNLC_D1"	62.7450980392157	15.6862745098039	9490.19607843138	0	94.1176470588235	3788.23529411764	1184.3137254902	305.882352941176	8807.84313725491	729.411764705882	4650.98039215686	92227.4509803921	122000	2737.25490196078	4698.03921568627	78.4313725490196	9584.3137254902	0.00818330605564648	0.134461264470169	0.169189670525378
"RushSE_CattailNLC_D2"	692.568145285406	85.5022401586921	27146.9612503848	0	1376.58606655495	1188.48113820582	1239.78248230104	855.022401586921	11371.7979411061	957.625089777352	5899.65457094976	151715.174937583	133708.403160163	2462.46451657033	3736.44789493485	778.070385444099	28523.5473169397	0.0272781774580336	0.109022556390977	0.184210526315789
"RushMan_CattailNLA_D1"	901.333974281937	523.632118392364	33452.3666454925	0	763.987844867547	1905.67754562467	85.841330883994	575.13691692276	755.403711779148	1442.1343588511	28344.8074578948	142067.40261301	50157.0896355177	592.305183099559	2249.04286916064	1424.9660926743	34216.35449036	0.041645760160562	0.113636363636364	0.875
"RushMan_CattailNLA_D2"	13315.4270366031	4057.49064205504	15925.17453877	0	1552.51402501167	2047.79457286815	28.5738777609509	19.049251840634	428.608166414264	885.790210589479	21744.7209760837	297044.508576925	55166.6333304759	4038.44139021439	6733.9105256641	17372.9176786582	17477.6885637817	0.994005449591282	0.0666666666666666	0.111111111111111
"RushMan_CattailNLB_D1"	2009.86062231848	1402.80067925086	22608.8811228968	0	951.607478322217	1230.52691162356	98.4421529298845	303.529971533811	754.723172462449	1427.41121748332	17571.9242979844	183258.271191724	51698.5373136777	3322.4226613836	2338.00113208475	3412.66130156933	23560.488601219	0.144846796657382	0.130434782608695	0.532608695652174
"RushMan_CattailNLB_D2"	39787.7734998592	2685.69818762325	4244.53000281717	0	826.368673114846	1061.13250070429	18.7811062071556	37.5622124143112	1436.7546248474	507.089867593202	6742.41712836886	235646.539581181	42126.02122265	15719.7858953892	4976.99314489624	42473.4716874824	5070.89867593202	8.37592592592592	0.0130718954248366	0.0392156862745098
"RushMan_CattailNLC_D1"	1346.0352748083	651.307391036274	36542.6866864085	0	720.780179413476	1979.97446875027	69.4727883772024	659.991489583424	720.780179413476	903.146248903633	29161.2029213307	139466.622667234	59859.4912855071	6547.81030455133	4090.2104157078	1997.34266584457	37263.466865822	0.053600559310184	0.0963855421686746	1.01204819277108
"RushMan_CattailNLC_D2"	6006.04988966988	3792.14098873318	32682.5561514519	7.30663003609475	1044.84809516155	1293.27351638877	29.226520144379	14.6132600721895	628.37018310415	1351.72655667753	35656.3545761424	228193.362657275	50883.3715713638	37124.9872133974	4581.25703263141	9798.19087840306	33734.7108766495	0.290448343079922	0.0465116279069767	0.069767441860465
"RushMan_ThreeSqA_D1"	204.662340148809	66.0201097254223	8846.6947032066	6.60201097254224	653.599086281682	693.211152116934	7202.79397104358	382.91663640745	26553.2881315649	1980.60329176267	6205.89031418971	81105.7047976814	65194.8583538545	5387.24095359446	6278.51243488767	270.682449874232	9506.89580046082	0.0284722222222222	0.271258080556937	0.285678766782695
"RushMan_ThreeSqA_D2"	366.559317152358	122.186439050786	8326.13306103212	0	811.667059408792	610.93219525393	6711.52654500388	1029.85712914234	19331.6401783922	1963.71062760192	6816.25777847599	88689.8995452919	59269.1505424205	5786.40064933365	2016.07624433797	488.745756203144	9137.80012044092	0.0534861509073544	0.347178329571106	0.400451467268623
"RushMan_ThreeSqB_D2"	1102.21833852998	754.672015570075	30445.0578912875	9.92989494171152	1926.39961869203	3058.40764204715	8509.91996504677	446.845272377019	18797.2911246599	834.111175103767	16185.7287549898	96290.1912497766	45032.0735606617	19542.0332452882	2015.76867316744	1856.89035410005	32381.3874049212	0.057344372891751	0.452720549392499	0.476492340200739
"RushMan_ThreeSqC_D1"	204.772006847576	114.672323834642	12147.0754461982	0	565.170738899309	1245.01380163326	4767.09231941157	1032.05091451178	21771.3597680343	1384.25876628961	9296.64911087995	88191.207909114	60325.8332172959	5676.28002981481	4717.94703776815	319.444330682218	12712.2461850975	0.0251288659793814	0.218961625282167	0.266365688487585
"RushMan_ThreeSqC_D2"	1785.1050831859	610.902628468062	15986.6077449759	0	1578.82627357331	1293.20946026356	5053.83083550852	547.432225510341	17692.3748244647	1126.59965249954	11845.1639519846	104702.36347913	57575.5892830225	9044.53242147521	5228.37444364224	2396.00771165396	17565.4340185492	0.136404697380307	0.285650224215247	0.316591928251121
"RushOxbow_ThreeSqA_D1"	120.087663994716	15.0109579993395	1095.79993395178	0	983.217748956739	562.910924975232	11761.0855924825	45.0328739980186	15356.2100333243	7340.35846167703	1973.94097691314	83265.7840223363	56688.8828845057	1598.66702692966	1561.13963193131	135.098621994056	2079.01768290852	0.0649819494584838	0.765884652981427	0.768817204301075
"RushOxbow_ThreeSqA_D2"	105.165899205997	45.0710996597132	3425.40357413821	0	901.421993194264	796.256093988266	6272.39470264343	413.151746880704	7722.18174169753	1397.20408945111	6249.85915281356	84786.2503098638	85086.7243075952	1487.34628877054	3357.79692464864	150.236998865711	4326.82556733247	0.0347222222222222	0.812256809338522	0.865758754863814
"RushOxbow_ThreeSqB_D1"	41.8995583786547	0	3075.42758499326	0	351.956290380699	1357.54569146841	11807.2955511049	779.331785842978	11446.9593490485	553.074170598242	3234.64590683214	47329.7411445283	77648.2615873229	678.772845734206	4282.13486629851	41.8995583786547	3427.38387537395	0.0122249388753056	1.03147877013177	1.099560761347
"RushOxbow_ThreeSqB_D2"	61.7951490807972	7.72439363509964	2270.9717287193	0	818.785725320563	1027.34435346825	12776.1470724548	61.7951490807972	16599.7219218291	1815.23250424842	2240.0741541789	46748.0302796231	47983.933261239	1243.62737525104	2301.86930325969	69.5195427158968	3089.75745403986	0.0225	0.76966030711959	0.773382968822708
"RushOxbow_ThreeSqC_D1"	40.2086830651079	0	2382.36447160765	0	291.512952222032	1125.84312582302	10052.170766277	170.886903026709	10263.2663523688	794.121490535882	5267.33748152914	48742.9760456771	72717.4033232477	784.069319769605	8172.41483298318	40.2086830651079	2673.87742382968	0.0150375939849624	0.979431929480901	0.996082272282076
"RushOxbow_ThreeSqC_D2"	73.9949025733783	8.22165584148648	2145.85217462797	0	254.871331086081	756.392337416757	9265.80613335526	24.6649675244595	17224.3689879142	6248.45843952972	5064.53999835567	61728.1920578805	73320.7267943764	1521.006330675	8049.00106881526	82.2165584148648	2400.72350571405	0.0342465753424658	0.537947494033413	0.539379474940334
"Joice_CattailNLA_D1"	19.1988327109712	19.1988327109712	6652.39553435151	0	2918.22257206762	403.175486930395	6508.40428901923	220.786576176169	7429.94825914585	652.76031217302	9359.43094659844	139412.323730717	32628.4161922955	2361.45642344945	652.76031217302	38.3976654219424	9570.61810641913	0.00401203610832497	0.875968992248061	0.905684754521963
"Joice_CattailNLA_D2"	1741.21332166383	147.404302363075	29812.520152932	0	506.702289373071	1870.19208623151	773.872587406145	9.2127688976922	2653.27744253535	1381.91533465383	31830.1165415266	124280.252429868	54981.804781427	58731.4017227878	1409.55364134691	1888.6176240269	30319.222442305	0.062291096931024	0.291666666666667	0.295138888888889
"Joice_CattailNLB_D1"	154.288405632339	40.6022120085102	8347.8147889497	0	3930.29412242379	341.058580871486	4847.90411381612	105.565751222127	11076.2834359216	462.865216897017	10986.9585695029	96186.6402481607	20325.4673314602	2095.07413963913	998.814415409352	194.890617640849	12278.1089113735	0.0158730158730159	0.437683284457478	0.447214076246334
"Joice_CattailNLB_D2"	892.536956608359	143.443439454915	16113.4796987688	0	1490.21795433717	2255.24963143005	4653.94270231502	103.598039606327	5100.2111806192	1275.0527951548	24903.3749053672	150894.529226601	39869.3070884966	22448.8982746941	988.165916244969	1035.98039606327	17603.6976531059	0.0588501584427343	0.912500000000001	0.9328125
"Joice_CattailNLC_D1"	112.556630054496	18.759438342416	8498.02556911445	0	975.490793805633	834.795006237512	10101.957547391	150.075506739328	25888.0249125342	656.58034198456	9651.73102717305	101216.549576506	52920.3755639556	4746.13790063125	1716.48860833107	131.316068396912	9473.51636292008	0.0138613861386139	0.390217391304347	0.396014492753622
"Joice_CattailNLC_D2"	268.469479901398	8.13543878489086	38936.2100244877	0	658.97054157616	1179.63862380918	7256.81139612265	8.13543878489086	15001.7491193388	1187.77406259407	19240.3127262669	98967.6128181974	35991.1811843572	30572.9789536199	1179.63862380917	276.604918686289	39595.1805660638	0.00698582288884323	0.483731019522776	0.484273318872017
"Joice_ThreeSqA_D1"	163.857869683836	16.3857869683836	5104.1726406515	0	1679.54316425932	458.802035114741	8545.18790401206	73.7360413577263	10462.324979313	1187.96955520781	6922.99499414209	82166.5287529597	44331.7466429619	8274.82241903373	2105.5736254373	180.24365665222	6783.71580491082	0.0265700483091787	0.816758026624902	0.823805794831637
"Joice_ThreeSqA_D2"	531.948578304097	75.9926540434425	4876.19530112089	0	785.257425115572	652.270280539547	4426.57209803052	31.6636058514344	7713.25438540941	1177.88613767336	16642.3912355139	94864.1631308973	42682.5406877335	29668.798682794	2286.11234247356	607.94123234754	5661.45272623646	0.10738255033557	0.573891625615764	0.57799671592775
"Joice_ThreeSqB_D1"	282.468623079977	15.2685742205393	4168.32076220722	0	404.617216844291	1259.65737319449	7153.32702232266	30.5371484410786	9405.4417198522	954.285888783705	10061.9904113354	78633.1572357773	39423.4586374324	8977.9216416771	2007.81751000091	297.737197300516	4572.93797905151	0.0651085141903173	0.760551948051948	0.763798701298701
"Joice_ThreeSqB_D2"	484.790874524715	104.562737642586	6996.19771863118	0	389.733840304182	1606.463878327	3897.33840304183	38.0228136882129	6473.38403041825	912.54752851711	18669.2015209126	105884.030418251	48935.36121673	14904.9429657794	2671.10266159696	589.353612167301	7385.93155893536	0.0797940797940798	0.602055800293686	0.607929515418502
"Joice_ThreeSqC_D1"	444.884215047825	199.430855021439	7885.18919084766	0	1273.28930513687	521.588390056071	5169.86139555576	122.726680013193	6496.84362319841	782.382585084106	13538.2868889554	95788.1737502973	34654.9462687254	12533.4621963474	1718.1735201847	644.315070069264	9158.47849598454	0.0703517587939698	0.795749704840614	0.814639905548996
"Joice_ThreeSqC_D2"	2831.9800942902	990.374541644841	22860.4635935044	0	1391.43530644317	466.540073336825	3846.90937663698	8.18491356731273	7227.27867993714	949.449973808277	16950.9559979046	136049.633315872	42422.4070193819	16296.1629125197	2692.83656364589	3822.35463593504	24251.8988999476	0.157610529868377	0.532276330690827	0.533408833522084
"Goodyear_PhragA_D1"	722.246844273731	155.939659559101	1181.85847244792	73.8661545279953	82.0735050311059	837.14975131728	1222.89522496348	131.31760804977	1411.66428653502	1625.0553996159	14330.0339784311	126844.602025574	88795.3250931534	87178.4770440406	1231.10257546659	878.186503832832	1337.79813200703	0.65644171779141	0.866279069767442	0.959302325581396
"Goodyear_PhragA_D2"	458.188482741567	363.641652969498	356.368819910108	80.0011636532895	43.6369983563397	741.828972057775	5941.9046095216	65.4554975345096	3323.68470814121	1803.6625987287	10945.6137543819	93506.8146445766	131841.917700621	16734.7888696562	1534.56777553128	821.830135711065	480.006981919737	1.71212121212121	1.78774617067834	1.8074398249453
"Goodyear_PhragB_D1"	2018.358993404	56.5140518153121	2857.99633466007	24.220307920848	0	4690.6663006709	718.535801651825	64.587487788928	1227.16226798963	1299.82319175218	18108.7168888207	123588.157884114	126526.88857851	138628.969102961	1033.39980462285	2074.87304521931	2882.21664258091	0.719887955182073	0.585526315789474	0.638157894736843
"Goodyear_PhragB_D2"	417.089208021198	32.7128790604861	343.485230135104	163.564395302431	40.8910988256076	1169.48542641238	8268.18018253786	114.495076711701	3434.85230135104	2756.06006084596	3075.0106316857	85495.1094245805	88684.6151329778	17084.3010893389	785.109097451666	449.802087081684	547.940724263143	0.82089552238806	2.40714285714286	2.44047619047619
"Goodyear_PhragC_D1"	519.800550603546	28.8778083668637	1780.79818262326	67.3815528560153	67.3815528560153	1742.29443813411	664.189592437865	38.5037444891516	972.219548351077	818.204570394471	18164.1414627572	116955.123885798	84457.963536954	115848.141231735	606.433975704138	548.678358970409	1915.56128833529	0.28643216080402	0.683168316831683	0.722772277227723
"Goodyear_PhragC_D2"	469.166235934953	7.95197010059242	310.126833923104	278.318953520735	39.7598505029621	652.061548248578	5025.6451035744	63.6157608047393	5033.59707367501	2202.6957178641	10584.0722038885	94262.6535724226	129378.553536639	25350.8806806887	1367.7388573019	477.118206035545	628.205637946801	0.759493670886076	0.998420221169034	1.01105845181674
"White_CordA_D1"	251.721711965817	12.9088057418368	1774.96078950256	0	109.724848805613	645.440287091839	322.72014354592	1135.97490528164	496.989021060717	1813.68720672807	9049.0728250276	89219.210884705	253070.68216584	122.63365454745	58.0896258382656	264.630517707654	1884.68563830817	0.140410958904109	0.64935064935065	2.93506493506494
"White_CordA_D2"	1706.5414647953	24.9737775335897	3371.45996703461	0	58.272147578376	224.763997802308	374.606663003846	1323.61020928026	1065.54784143316	3005.17789654196	7333.96600236419	117934.502106122	235003.246591079	174.816442735128	291.36073789188	1731.51524232889	3429.73211461298	0.50485436893204	0.3515625	1.59375
"White_CordB_D1"	193.698347107438	14.3480257116621	1485.02066115702	0	50.2180899908172	322.830578512396	330.004591368228	774.793388429752	717.401285583105	2008.72359963269	13214.5316804408	86360.766758494	238141.356749311	143.480257116621	165.002295684114	208.0463728191	1535.23875114784	0.135514018691589	0.46	1.54
"White_CordB_D2"	667.687196690877	40.7126339445657	2540.4683581409	0	81.4252678891314	154.708008989349	366.413705501091	1473.79734879328	920.105527147184	2711.46142070807	10902.8433703547	117048.822590626	223276.227078787	105.852848255871	236.133276878481	708.399830635443	2621.89362603003	0.270186335403727	0.398230088495576	2
"White_CordC_D1"	198.757763975155	8.28157349896481	1540.37267080745	0	66.2525879917184	347.826086956522	256.728778467909	811.594202898551	414.07867494824	1846.79089026915	10674.9482401656	87817.8053830228	242360.248447205	223.602484472049	49.6894409937888	207.03933747412	1606.62525879917	0.128865979381443	0.62	2.58
"White_CordC_D2"	1521.97025968162	7.28215435254366	2796.34727137676	0	7.28215435254366	422.364952447532	349.543408922096	546.161576440774	611.700965613667	3065.78698242088	5272.27975124161	108453.124772433	249603.122587786	524.315113383144	531.597267735687	1529.25241403417	2803.62942572931	0.545454545454545	0.571428571428572	1.46428571428571
"White_ThreeSqA_D1"	46.4666021297192	7.74443368828654	6242.01355275896	0	15.4888673765731	263.310745401742	16232.3330106486	5413.35914811229	10121.9748305905	704.743465634075	5661.18102613746	70652.4685382381	119628.267182962	1804.45304937076	542.110358180058	54.2110358180058	6257.50242013553	0.00866336633663365	1.60367253251721	2.13848508033664
"White_ThreeSqA_D2"	1085.54059921841	361.846866406137	13981.7629179331	0	376.320741062382	260.529743812419	4732.95701259227	1650.02171081199	9133.0149080909	2373.71544362426	7801.41843971631	140657.113909394	134607.034303083	6629.03459256043	1548.70458821827	1447.38746562455	14358.0836589955	0.100806451612903	0.518225039619651	0.698890649762282
"White_ThreeSqB_D1"	142.73887350481	0	961.10841493239	0	19.0318498006414	904.012865530465	18422.8306070209	8240.79096367771	7612.73992025655	1056.2676639356	8221.75911387707	71759.5896733182	116170.411183115	2673.97489699011	209.350347807055	142.73887350481	980.140264733031	0.145631067961165	2.42	3.5025
"White_ThreeSqB_D2"	752.674853990606	19.0550595946989	4468.41147495689	0	171.49553635229	238.188244933736	3887.23215731857	3782.42932954773	5278.25150773159	2143.69420440362	3067.86459474652	121504.587505597	118227.117255309	2258.02456197181	562.124258043617	771.729913585305	4639.90701130918	0.166324435318275	0.736462093862816	1.45306859205776
"White_ThreeSqC_D1"	173.644128761256	0	3142.13185377511	0	0	735.920355226274	13387.1354506892	7458.42876869775	6275.99493951396	1314.73411776379	8210.88665999652	66596.6577639598	124023.251775718	2389.67396247634	413.438401812514	173.644128761256	3142.13185377511	0.0552631578947368	2.13306982872201	3.32147562582346
"White_ThreeSqC_D2"	293.380021766905	0	13533.3364879572	0	104.102588368902	577.29617186391	9814.03492168647	3719.30156627076	9520.65489991955	1589.93044054323	5895.99205034779	114938.721430937	110963.895329579	4296.59773813467	776.037476931813	293.380021766905	13637.4390763261	0.0215128383067315	1.03081510934394	1.42147117296223
"Tolay_CordA_D1"	300.847122159766	7.91702953052015	2137.59797324044	0	102.921383896762	649.196421502652	3633.91655450875	2398.8599477476	728.366716807853	1029.21383896762	1702.16134906183	46512.5484918059	175164.278362758	174.174649671443	134.589502018842	308.764151690286	2240.5193571372	0.137809187279152	4.98913043478261	8.28260869565217
"Tolay_CordA_D2"	1783.66072895398	0	3097.93705555165	7.82307337260516	78.2307337260516	453.738255611099	5976.82805667034	3097.93705555164	1376.86091357851	2769.36797390223	1322.09939997027	99931.9392616584	150570.693202532	461.561328983705	148.638394079498	1783.66072895398	3183.9908626503	0.56019656019656	4.34090909090909	6.59090909090909
"Tolay_CordB_D1"	396.851643627224	0	2422.44857464118	0	41.3387128778358	595.277465440836	2653.94536675706	3497.25510946491	686.222633772075	1058.2710496726	1174.01944573054	57667.504464581	167372.180699782	115.74839605794	8.26774257556717	396.851643627224	2463.78728751902	0.161073825503356	3.86746987951807	8.96385542168675
"Tolay_CordB_D2"	2400.92544762709	7.27553165947602	3172.13180353154	50.9287216163321	50.9287216163321	291.021266379041	8155.87099027262	3055.72329697993	1571.51483844682	3412.22434829425	1120.43187555931	106979.417520935	142353.052449308	349.225519654849	160.061696508472	2408.20097928656	3273.9892467642	0.735555555555558	5.18981481481482	7.13425925925926
"Tolay_CordC_D1"	833.054408866079	22.3139573803414	2990.07028896575	0	44.6279147606828	684.294692997137	4254.52787385176	2625.60898508684	855.36836624642	2082.6360221652	1212.39168433188	84837.665960058	203280.15173491	557.848934508535	59.5038863475771	855.36836624642	3034.69820372643	0.281862745098039	4.97391304347826	8.04347826086957
"Tolay_CordC_D2"	1731.36992414101	17.8491744756805	3989.29049531459	0	44.6229361892012	348.058902275769	5863.45381526104	3114.68094600624	1285.140562249	3275.32351628737	1124.49799196787	111155.7340473	152931.72690763	544.399821508255	205.265506470326	1749.21909861669	4033.91343150379	0.433628318584071	4.5625	6.98611111111111
"China_Bullhead_CordA_D1"	786.67410653031	27.4421199952434	3238.17015943872	0	73.1789866539823	951.32682650177	3622.35983937212	1756.29567969557	594.579266563606	1198.30590645896	1097.68479980974	63949.2869622488	189048.764647231	36.5894933269912	36.5894933269912	814.116226525553	3311.3491460927	0.24585635359116	6.09230769230769	9.04615384615384
"China_Bullhead_CordA_D2"	1616.43953398392	17.1961652551481	1650.83186449422	8.59808262757405	120.373156786037	249.344396199648	1281.11431150853	1401.48746829457	4703.151197283	2467.64971411376	429.904131378703	104372.125016121	158660.418726624	60.1865783930184	300.932891965092	1633.63569923907	1779.80310390783	0.917874396135264	0.272394881170019	0.570383912248629
"China_Bullhead_CordB_D1"	1141.20041946826	53.9756955153908	1696.37900191228	0	61.6865091604466	478.070445993461	1179.75448769354	1727.2222564925	632.286718894578	1426.50052433533	593.732650669299	81896.5517241379	176778.11362655	53.9756955153908	46.264881870335	1195.17611498365	1758.06551107273	0.679824561403509	1.86585365853658	4.59756097560975
"China_Bullhead_CordB_D2"	4847.36568757574	19.2355781253006	2635.27420316618	0	38.4711562506011	192.355781253006	807.894281262624	1173.37026564333	2096.67801565776	2846.86556254448	250.062515628907	85809.9140169658	184565.372112259	192.355781253005	76.9423125012022	4866.60126570104	2673.74535941678	1.82014388489209	0.385321100917432	0.944954128440369
"China_Bullhead_CordC_D1"	1039.03700511052	15.3931408164522	2355.15054491719	0	53.8759928575827	469.490794901792	623.422203066314	1854.87346838249	600.332491841635	1400.77581429715	446.401083677114	99062.5577242781	221160.950680377	23.0897112246783	15.3931408164522	1054.43014592697	2409.02653777477	0.437699680511182	1.03846153846154	4.12820512820513
"China_Bullhead_CordC_D2"	2667.77987228575	84.7949592658062	2256.8504543053	0	45.6588242200495	234.81681027454	730.541187520791	1630.67229357319	1239.31094311563	2948.25550678033	430.497485503324	88382.4383116671	165806.758810523	32.6134458714639	13.0453783485856	2752.57483155156	2302.50927852535	1.19546742209632	0.589473684210526	1.90526315789474
"China_Galinas_CordA_D1"	148.326689533698	46.3520904792806	593.306758134791	0	37.0816723834245	1334.94020580328	1288.588115324	769.444701956058	825.067210531195	1761.37943821266	1844.81320107537	89746.9175859831	165875.590989154	101.974599054417	194.678780012979	194.678780012979	630.388430518215	0.308823529411765	1.56179775280899	2.49438202247191
"China_Galinas_CordA_D2"	20.430261303042	0	905.741584434865	0	61.2907839091262	136.20174202028	619.717926192276	286.023658242589	469.896009969968	1035.13323935413	8424.07774395435	82429.2942706737	105917.284682071	1409.6880299099	340.504355050701	20.430261303042	967.032368343991	0.0211267605633802	1.31884057971014	1.92753623188406
"China_Galinas_CordB_D1"	64.7295742232451	7.1921749136939	424.338319907941	0	0	323.647871116226	431.530494821634	338.032220943614	668.872266973532	1726.12197928654	2078.53855005753	95778.1933256617	145986.766398159	93.4982738780207	21.5765247410817	71.921749136939	424.338319907941	0.169491525423729	0.645161290322581	1.1505376344086
"China_Galinas_CordB_D2"	286.209603558812	16.354834489075	547.886955384012	0	8.17741724453748	196.2580138689	564.241789873086	498.822451916787	1790.85437655371	6795.43373021065	2518.64451131755	176640.389899254	103207.183043307	204.435431113437	57.2419207117624	302.564438047887	556.064372628549	0.544117647058824	0.315068493150685	0.593607305936073
"China_Galinas_CordC_D1"	138.154940766069	13.8154940766069	538.80426898767	0	96.7084585362484	186.509170034193	331.571857838566	428.280316374814	1913.44592961006	5001.20885573171	5146.27154353608	139543.397920768	102379.718854696	82.8929644596414	62.1697233447311	151.970434842676	635.512727523918	0.239130434782609	0.173285198555957	0.397111913357401
"China_Galinas_CordC_D2"	1641.65873198279	24.624880979742	1920.74071641987	0	57.4580556193978	57.4580556193979	393.998095675872	451.456151295269	2060.28170863841	5647.30603802082	1288.70210460649	112773.746593558	114226.614571363	123.12440489871	180.582460518108	1666.28361296253	1978.19877203927	0.84232365145228	0.191235059760957	0.410358565737052
"China_Galinas_PWA_D1"	22.6961514892458	7.5653838297486	325.31150467919	0	128.611525105726	151.307676594972	1792.99596765042	0	1460.11907914148	862.45375659134	22507.0168935021	83567.229783403	62989.3857664868	1066.71911999455	332.876888508939	30.2615353189944	453.923029784916	0.0666666666666667	1.2279792746114	1.2279792746114
"China_Galinas_PWA_D2"	8.53271442711355	0	102.392573125363	0	0	8.53271442711355	1740.67374313117	17.0654288542271	443.701150209905	1757.7391719854	9531.04201508584	61469.674732926	84047.2371070685	3199.76791016758	887.40230041981	8.53271442711355	102.392573125363	0.083333333333333	3.92307692307693	3.96153846153847
"China_Galinas_PWB_D1"	35.9518245550962	5.9919707591827	449.397806938702	0	113.847444424471	143.807298220385	653.124812750914	23.9678830367308	1192.40218107736	3589.19048475043	42243.393852238	96344.8978368985	118143.687458805	3535.26274791779	4056.56420396668	41.9437953142789	563.245251363173	0.0744680851063831	0.547738693467337	0.5678391959799
"China_Galinas_PWB_D2"	21.1972189248771	0	158.979141936578	0	31.7958283873156	0	1229.43869764287	0	233.169408173648	8171.5278955401	13449.6354078345	94062.6589791419	140081.82126505	5490.07970154316	4854.16313379685	21.1972189248771	190.774970323894	0.111111111111111	5.27272727272726	5.27272727272726
